2017-09-18,(주)한성앰에스,"528,000","480,000","48,000",일용비(코트야드호텔),09월 18일,,,,,,,,,,,,
2017-09-18,(주)한성앰에스,"2,376,000","2,160,000","216,000",일용비(티마크호텔),09월 18일,,,,,,,,,,,,
2017-09-18,(주)한성앰에스,"1,232,000","1,120,000","112,000",일용비(머큐어호텔),09월 20일,,,,,,,,,,,,
2017-09-19,주식회사 프레임컴퍼니,"803,000","730,000","73,000",일용비,09월 22일,,,,,,,,,,,,
2017-09-20,(주)알앤지서비스,"1,408,000","1,280,000","128,000",9/11~9/17,09월 22일,,,,,,,,,,,,
2017-09-20,가오프로젝트(G.A.O PROJECT),"23,347,500","21,225,000","2,122,500",88잔디마당,09월 28일,,,,,,,,,,,,
2017-09-21,(주)두잉씨앤에스,"4,070,000","3,700,000","370,000",일용비(포시즌스호텔 데일리),09월 22일,,,,,,,,,,,,
2017-09-21,(주)두잉씨앤에스,"3,410,635","3,100,578","310,057",일용비(포시즌스호텔 룸메이트),09월 22일,,,,,,,,,,,,
2017-09-22,주식회사 안성렌탈,"7,020,750","6,382,500","638,250",일용비,09월 22일,,,,,,,,,,,,
2017-09-25,(주)한성앰에스,"1,056,000","960,000","96,000",일용비(코트야드호텔),09월 25일,,,,,,,,,,,,
2017-09-25,(주)한성앰에스,"1,468,500","1,335,000","133,500",일용비(티마크호텔),09월 25일,,,,,,,,,,,,
2017-09-25,(주)한성앰에스,"968,000","880,000","88,000",일용비(머큐어호텔),09월 29일,,,,,,,,,,,,
2017-09-26,(주)한성앰에스,"2,205,500","2,005,000","200,500",일용비(노보텔),09월 27일,,,,,,,,,,,,
2017-09-26,(주)한성앰에스,"440,000","400,000","40,000",일용비(jw메리어트호텔),09월 28일,,,,,,,,,,,,
2017-09-27,주식회사 프레임컴퍼니,"3,223,000","2,930,000","293,000",일용비,09월 28일,,,,,,,,,,,,
2017-09-28,다토,"4,521,000","4,110,000","411,000",일용비,10월 30일,,,,,,,,,,,,
2017-09-28,나비특수효과,"1,584,000","1,440,000","144,000",일용비,12월 29일,,,,,,,,,,,,
2017-09-28,주식회사 안성렌탈,"3,751,000","3,410,000","341,000",일용비,09월 30일,,,,,,,,,,,,
2017-09-28,주식회사 지엠엠,"7,161,000","6,510,000","651,000",일용비(자라섬),09월 29일,,,,,,,,,,,,
2017-09-28,라이트스톰,"1,815,000","1,650,000","165,000",일용비,09월 28일,,,,,,,,,,,,
2017-09-29,주식회사 열린,"1,862,520","1,693,200","169,320",일용비,12월 01일,,,,,,,,,,,,
2017-09-29,(주)한성앰에스,"2,200,000","2,000,000","200,000",일용비(티마크호텔),09월 29일,,,,,,,,,,,,
2017-09-30,미성엠프로 주식회사,"5,621,000","5,110,000","511,000",일용비(예술의전당),10월 16일,,,,,,,,,,,,
2017-09-30,미성엠프로 주식회사,"1,732,500","1,575,000","157,500",일용비(분당서울대병원),10월 16일,,,,,,,,,,,,
2017-09-30,미성엠프로 주식회사,"3,696,000","3,360,000","336,000",일용비(강북삼성병원),10월 16일,,,,,,,,,,,,
2017-09-30,미성엠프로 주식회사,"12,936,000","11,760,000","1,176,000",일용비(서울삼성병원),10월 16일,,,,,,,,,,,,
2017-09-30,(주) 에스에스엘,"4,367,000","3,970,000","397,000",일용비,10월 16일,,,,,,,,,,,,
2017-09-30,(주) 에스에스엘,"1,232,000","1,120,000","112,000",(창원 종합운동장),10월 16일,,,,,,,,,,,,
2017-09-30,(주)토탈코리아,"924,000","840,000","84,000",일용비,10월 13일,,,,,,,,,,,,
2017-09-30,(주)한성앰에스,"3,426,500","3,115,000","311,500",일용비(노보텔)9/25~30,10월 12일,,,,,,,,,,,,
2017-09-30,(주)두잉씨앤에스,"7,634,000","6,940,000","694,000",일용비(포시즌스호텔)데일리,10월 11일,,,,,,,,,,,,
2017-09-30,(주)두잉씨앤에스,"3,971,677","3,610,616","361,061",일용비(포시시즌호텔)룸메이트,10월 11일,,9월,,,,,,,,,,
2017-09-30,(주)한성앰에스,"7,076,102","6,432,820","643,282",일용비(머큐어호텔),10월 10일,,합계,공급,세액,,,,,,,,
2017-09-30,(주)두잉씨앤에스,"11,206,327","10,187,570","1,018,757",(여의도 MEA메리어트호텔),10월 11일,,"153,683,511 ","139,712,284 ","13,971,227 ",,,,,,,,
2017-10-02,(주)씨엔에스자산관리,"3,960,000","3,600,000","360,000",(9/16~10/01),11월 03일,,,,,,,,,,,,
2017-10-02,(주)알앤지서비스,"968,000","880,000","88,000",일용비,10월 02일,,,,,,,,,,,,
2017-10-02,(주)한성앰에스,"528,000","480,000","48,000",일용비(머큐어호텔),10월 10일,,,,,,,,,,,,
2017-10-10,(주)한성앰에스,"440,000","400,000","40,000",일용비(코트야드호텔),10월 10일,,,,,,,,,,,,
2017-10-10,(주)한성앰에스,"825,000","750,000","75,000",일용비(티마크호텔),10월 10일,,,,,,,,,,,,
2017-10-10,(주)한성앰에스,"1,232,000","1,120,000","112,000",일용비(머큐어호텔),10월 13일,,,,,,,,,,,,
2017-10-10,(주)한성앰에스,"6,781,500","6,165,000","616,500",일요비(노보텔) 10/1~9,10월 12일,,,,,,,,,,,,
2017-10-13,(주)한성앰에스,"440,000","400,000","40,000",일용비(티마크호텔),10월 16일,,,,,,,,,,,,
2017-10-13,(주)한성앰에스,"440,000","400,000","40,000",일용비(센터마크호텔),10월 16일,,,,,,,,,,,,
2017-10-16,(주)두잉씨앤에스,"14,069,000","12,790,000","1,279,000",일용비(포시즌스호텔),10월 20일,(10/01~10/15-데일리),,,,,,,,,,,
2017-10-16,(주)두잉씨앤에스,"-15,475,900","-14,069,000","-1,406,900",일용비(포시즌스호텔),취소전표,10/1~10/15 데일리,,,,,,,,,,,
2017-10-16,(주)두잉씨앤에스,"1,650,000","1,500,000","150,000",일용비(롯데리조트 부여점),10월 20일,10/1~10/9,,,,,,,,,,,
2017-10-16,(주)두잉씨앤에스,"15,475,900","14,069,000","1,406,900",일용비(포시즌스호텔),취소전표,10/1~10/15 데일리,,,,,,,,,,,
2017-10-16,(주)두잉씨앤에스,"4,457,142","4,051,948","405,194",일용비(포시즌스호텔),10월 20일,10/01~10/15 룸메이드,,,,,,,,,,,
2017-10-16,(주)두잉씨앤에스,"5,238,013","4,761,830","476,183",일용비(여의도MEA메리어트호텔),10월 20일,(10/01~10/15),,,,,,,,,,,
2017-10-16,(주)한성앰에스,"880,000","800,000","80,000",일용비(머큐어호텔),10월 18일,,,,,,,,,,,,
2017-10-17,주식회사 프레임컴퍼니,"594,000","540,000","54,000",일용비,10월 17일,,,,,,,,,,,,
2017-10-19,(주)두잉씨앤에스,"176,000","160,000","16,000",일용비(뉴코아 부천점),10월 30일,,,,,,,,,,,,
2017-10-19,주식회사 안성렌탈,"3,564,000","3,240,000","324,000",일용비,10월 19일,,,,,,,,,,,,
2017-10-20,(주)씨엔에스자산관리,"6,160,000","5,600,000","560,000",(10/02~10/15),10월 27일,,,,,,,,,,,,
2017-10-23,(주)한성앰에스,"1,430,000","1,300,000","130,000",일용비(코트야드호텔),10월 23일,,,,,,,,,,,,
2017-10-23,(주)한성앰에스,"440,000","400,000","40,000",일용비(티마크호텔),10월 23일,,,,,,,,,,,,
2017-10-23,(주)한성앰에스,"440,000","400,000","40,000",일용비(센터마크호텔),10월 23일,,,,,,,,,,,,
2017-10-23,(주)한성앰에스,"1,144,000","1,040,000","104,000",일용비(머큐어호텔),10월 25일,,,,,,,,,,,,
2017-10-24,(주)한성앰에스,"3,608,000","3,280,000","328,000",일용비(노보텔),10월 27일,,,,,,,,,,,,
2017-10-24,(주)두잉씨앤에스,"-176,000","-160,000","-16,000",일용비(뉴코아 아울렛 부천점),취소전표,,,,,,,,,,,,
2017-10-24,(주)두잉씨앤에스,"176,000","160,000","16,000",일용비(뉴코아 아울렛 부천점),취소전표,,,,,,,,,,,,
2017-10-27,(주)한성앰에스,"1,606,000","1,460,000","146,000",일용비(jw메리어트호텔),10월 27일,,,,,,,,,,,,
2017-10-30,(주)씨엔에스자산관리,"2,640,000","2,400,000","240,000",10/22~10/29,11월 03일,,,,,,,,,,,,
2017-10-30,(주)한성앰에스,"1,232,000","1,120,000","112,000",일용비(머큐어호텔),10월 31일,,,,,,,,,,,,
2017-10-30,(주)한성앰에스,"880,000","800,000","80,000",일용비(티마크호텔),10월 30일,,,,,,,,,,,,
2017-10-30,(주)한성앰에스,"1,408,000","1,280,000","128,000",일용비(코트야드호텔),10월 30일,,,,,,,,,,,,
